Planning_Region,Tenure_Type,Tenure_Length,Unit_Age,Residual_Life,Res_Floor_No,1KM_Cat1_School_Count,1KM_Cat2_School_Count,1KM_Cat3_School_Count,MRT_within_1Q,Area_SQFT,Unit_Price_PSF
Central Region,99 yrs,99,7,92,15,0,1,1,1,2518.78,1596
Central Region,99 yrs,99,7,92,15,0,1,1,1,1065.64,1689
Central Region,99 yrs,99,7,92,16,0,1,1,1,2464.96,2150
Central Region,99 yrs,99,7,92,18,0,1,1,1,1646.89,1761
East Region,99 yrs,99,17,82,5,0,1,1,0,1280.92,726
East Region,99 yrs,99,17,82,8,0,1,1,0,1259.39,769
East Region,99 yrs,99,22,77,7,0,0,1,1,1356.26,756
North East Region,99 yrs,99,8,91,7,0,0,2,1,828.83,1146
North East Region,99 yrs,99,15,84,7,0,0,0,1,904.18,1150
North East Region,99 yrs,99,15,84,11,0,0,0,1,1291.68,1154
Central Region,999 yrs,999,23,999,3,0,0,5,0,1033.34,1343
Central Region,999 yrs,999,23,999,4,0,0,5,0,1033.34,1065
Central Region,999 yrs,999,23,999,7,0,0,5,0,1367.03,1331
Central Region,999 yrs,999,23,999,8,0,0,5,0,1033.34,1306
Central Region,999 yrs,999,23,999,8,0,0,5,0,1033.34,1423
West Region,99 yrs,99,5,94,3,0,0,1,2,624.31,1073
West Region,99 yrs,99,5,94,4,0,0,1,2,538.2,1093
West Region,99 yrs,99,5,94,5,0,0,1,2,538.2,1130
West Region,99 yrs,99,5,94,7,0,0,1,2,753.48,1048
West Region,99 yrs,99,5,94,7,0,0,1,2,538.2,1148
West Region,99 yrs,99,5,94,8,0,0,1,2,538.2,1133
West Region,99 yrs,99,5,94,11,0,0,1,2,527.44,1175
West Region,99 yrs,99,5,94,16,0,0,1,2,538.2,1171
West Region,99 yrs,99,5,94,17,0,0,1,2,527.44,1139
West Region,99 yrs,99,5,94,17,0,0,1,2,527.44,1185
West Region,99 yrs,99,5,94,18,0,0,1,2,635.08,1102
West Region,999 yrs,956,12,999,10,1,0,1,0,882.65,1343
West Region,999 yrs,956,12,999,11,1,0,1,0,882.65,1323
Central Region,999 yrs,999,45,999,3,0,0,0,0,1291.68,951
Central Region,999 yrs,999,45,999,9,0,0,0,0,1539.25,1045
Central Region,999 yrs,999,45,999,10,0,0,0,0,1657.66,971
Central Region,999 yrs,999,12,999,5,0,1,2,0,882.65,1119
Central Region,999 yrs,999,12,999,15,0,1,2,0,516.67,1529
Central Region,999 yrs,999,17,999,8,0,1,0,2,1420.85,2111
Central Region,999 yrs,999,17,999,16,0,1,0,2,2820.17,1603
Central Region,999 yrs,999,12,999,6,0,1,1,4,753.48,1885
Central Region,999 yrs,999,12,999,9,0,1,1,4,721.19,2080
Central Region,999 yrs,999,12,999,10,0,1,1,4,1097.93,1731
Central Region,999 yrs,999,22,999,3,0,1,0,0,1668.42,1606
Central Region,999 yrs,999,22,999,4,0,1,0,0,1140.98,1490
Central Region,999 yrs,999,22,999,14,0,1,0,0,1636.13,1895
Central Region,999 yrs,999,22,999,19,0,1,0,0,1668.42,1516
Central Region,999 yrs,999,22,999,19,0,1,0,0,1237.86,1656
Central Region,999 yrs,999,12,999,4,0,1,1,0,1237.86,1818
Central Region,999 yrs,999,12,999,7,0,1,1,0,2163.56,1844
Central Region,999 yrs,999,12,999,9,0,1,1,0,2163.56,1895
Central Region,999 yrs,999,7,999,4,0,0,1,1,462.85,1426
Central Region,999 yrs,999,7,999,4,0,0,1,1,409.03,1222
Central Region,999 yrs,999,7,999,6,0,0,1,1,430.56,1498
Central Region,999 yrs,999,7,999,7,0,0,1,1,409.03,1614
Central Region,999 yrs,999,7,999,7,0,0,1,1,570.49,1507
Central Region,999 yrs,999,7,999,10,0,0,1,1,462.85,1551
Central Region,999 yrs,999,7,999,12,0,0,1,1,462.85,1540
Central Region,999 yrs,999,4,999,4,0,0,1,1,462.85,1449
Central Region,999 yrs,999,16,999,2,0,0,3,0,1173.28,1381
Central Region,999 yrs,999,16,999,3,0,0,3,0,1184.04,1259
Central Region,999 yrs,999,16,999,3,0,0,3,0,1173.28,1278
Central Region,999 yrs,999,16,999,3,0,0,3,0,871.88,1411
East Region,99 yrs,99,25,74,12,1,0,0,0,1270.15,905
East Region,99 yrs,99,25,74,23,1,0,0,0,1431.61,992
North East Region,999 yrs,999,7,999,2,0,1,0,1,355.21,1689
North East Region,99 yrs,99,8,91,4,0,0,8,1,1001.05,1054
North East Region,99 yrs,99,8,91,7,0,0,8,1,1065.64,1107
North East Region,99 yrs,99,8,91,7,0,0,8,1,1001.05,1089
Central Region,99 yrs,99,37,62,10,0,0,0,0,1754.53,918
Central Region,99 yrs,99,37,62,11,0,0,0,0,1754.53,912
Central Region,999 yrs,999,8,999,5,1,0,1,0,1894.46,1214
North East Region,999 yrs,999,28,999,7,0,0,0,0,1237.86,1091
North East Region,999 yrs,999,28,999,9,0,0,0,0,1237.86,1074
Central Region,99 yrs,99,8,91,1,0,0,0,,4822.27,1841
Central Region,999 yrs,999,12,999,3,0,0,3,1,365.98,1571
Central Region,999 yrs,999,12,999,4,0,0,3,1,365.98,1552
Central Region,999 yrs,999,12,999,4,0,0,3,1,538.2,1542
Central Region,999 yrs,999,12,999,5,0,0,3,1,452.09,1460
Central Region,999 yrs,999,17,999,4,0,1,1,0,2443.43,1883
Central Region,999 yrs,999,17,999,6,0,1,1,0,2012.87,1987
Central Region,999 yrs,999,17,999,13,0,1,1,0,2023.63,2066
Central Region,999 yrs,999,17,999,,0,1,1,0,839.59,2144
Central Region,999 yrs,999,35,999,15,0,0,2,0,882.65,1110
Central Region,999 yrs,999,64,999,,0,0,0,0,1140.98,980
Central Region,999 yrs,999,37,999,1,0,1,3,0,1948.28,1314
Central Region,999 yrs,999,37,999,2,0,1,3,0,1948.28,1232
Central Region,999 yrs,999,37,999,2,0,1,3,0,1948.28,1078
Central Region,999 yrs,999,17,999,2,0,1,3,0,1205.57,1228
Central Region,999 yrs,999,17,999,2,0,1,3,0,1216.33,1166
Central Region,999 yrs,999,17,999,4,0,1,3,0,1270.15,1260
Central Region,99 yrs,99,5,94,3,0,1,3,1,753.48,1453
Central Region,99 yrs,99,5,94,3,0,1,3,1,721.19,1456
Central Region,99 yrs,99,5,94,4,0,1,3,1,721.19,1470
Central Region,999 yrs,999,28,999,2,0,0,0,1,958,1284
Central Region,999 yrs,999,28,999,14,0,0,0,1,1442.38,1317
East Region,99 yrs,99,7,92,1,0,1,1,0,1485.43,714
East Region,99 yrs,99,7,92,3,0,1,1,0,1097.93,809
East Region,99 yrs,99,7,92,4,0,1,1,0,914.94,850
East Region,99 yrs,99,7,92,4,0,1,1,0,914.94,818
East Region,99 yrs,99,7,92,5,0,1,1,0,914.94,831
East Region,99 yrs,99,7,92,5,0,1,1,0,1097.93,815
East Region,99 yrs,99,7,92,6,0,1,1,0,914.94,853
North East Region,99 yrs,99,2,97,17,0,1,1,1,1130.22,1425
North East Region,99 yrs,99,6,93,3,0,1,1,1,1054.87,1337
North East Region,99 yrs,99,6,93,13,0,1,1,1,1280.92,1583
Central Region,99 yrs,99,37,62,8,0,0,0,0,1679.18,852
Central Region,99 yrs,99,37,62,10,0,0,0,0,1689.95,817
Central Region,999 yrs,999,23,999,1,1,0,1,0,1044.11,1207
Central Region,999 yrs,999,23,999,2,1,0,1,0,1044.11,1178
Central Region,999 yrs,999,23,999,6,1,0,1,0,1420.85,1302
Central Region,999 yrs,999,23,999,8,1,0,1,0,1722.24,1394
Central Region,999 yrs,999,23,999,9,1,0,1,0,1033.34,1335
Central Region,999 yrs,999,23,999,10,1,0,1,0,1054.87,1303
West Region,99 yrs,99,23,76,4,0,1,1,0,1087.16,708
West Region,99 yrs,99,23,76,5,0,1,1,0,979.52,737
West Region,99 yrs,99,23,76,11,0,1,1,0,1140.98,675
West Region,99 yrs,99,5,94,7,0,0,1,1,818.06,1345
West Region,99 yrs,99,5,94,8,0,0,1,1,839.59,1310
West Region,99 yrs,99,5,94,11,0,0,1,1,807.3,1400
West Region,99 yrs,99,5,94,16,0,0,1,1,505.91,1423
West Region,99 yrs,99,5,94,16,0,0,1,1,624.31,1201
West Region,99 yrs,99,5,94,19,0,0,1,1,807.3,1369
West Region,99 yrs,99,5,94,26,0,0,1,1,807.3,1490
West Region,99 yrs,99,2,97,11,0,0,0,0,1345.5,1491
Central Region,999 yrs,999,9,999,14,0,1,0,2,2131.27,2088
Central Region,999 yrs,999,9,999,18,0,1,0,2,2131.27,2229
Central Region,999 yrs,999,9,999,21,0,1,0,2,1733,2181
Central Region,999 yrs,999,9,999,26,0,1,0,2,2131.27,2158
Central Region,999 yrs,999,9,999,26,0,1,0,2,2131.27,2229
Central Region,999 yrs,999,9,999,26,0,1,0,2,1733,2308
Central Region,999 yrs,999,6,999,9,0,1,0,1,505.91,2273
Central Region,999 yrs,999,6,999,9,0,1,0,1,495.14,2239
Central Region,999 yrs,999,6,999,16,0,1,0,1,495.14,2424
Central Region,999 yrs,999,34,999,3,0,0,1,0,3175.38,1606
Central Region,999 yrs,999,34,999,5,0,0,1,0,3649,1913
Central Region,999 yrs,999,34,999,7,0,0,1,0,3175.38,1669
Central Region,999 yrs,999,34,999,15,0,0,1,0,3175.38,1764
Central Region,999 yrs,999,7,999,23,0,0,0,0,3584.41,4687
Central Region,99 yrs,99,5,94,3,1,0,0,2,796.54,1745
Central Region,99 yrs,99,20,79,1,0,0,1,2,1926.76,1279
Central Region,99 yrs,99,20,79,2,0,0,1,2,1474.67,1356
Central Region,99 yrs,99,20,79,3,0,0,1,2,1733,1433
Central Region,99 yrs,99,20,79,4,0,0,1,2,1894.46,1388
Central Region,99 yrs,99,20,79,4,0,0,1,2,1334.74,1349
Central Region,999 yrs,999,18,999,8,0,4,2,2,3347.6,1762
Central Region,999 yrs,999,18,999,12,0,4,2,2,3347.6,1822
Central Region,999 yrs,999,18,999,17,0,4,2,2,3347.6,1822
Central Region,999 yrs,999,16,999,1,0,0,1,1,1130.22,1150
Central Region,999 yrs,999,16,999,3,0,0,1,1,1420.85,1299
East Region,99 yrs,99,46,53,19,0,0,1,0,1636.13,966
East Region,999 yrs,999,30,999,1,1,0,0,1,1528.49,1193
East Region,99 yrs,99,4,95,1,0,0,1,2,1237.86,919
East Region,99 yrs,99,4,95,3,0,0,1,2,753.48,1099
East Region,99 yrs,99,4,95,5,0,0,0,0,1130.22,973
North East Region,999 yrs,999,5,999,8,0,1,0,0,1044.11,1652
North East Region,999 yrs,999,5,999,13,0,1,0,0,1044.11,1657
Central Region,999 yrs,999,23,999,3,0,0,1,0,1420.85,1182
Central Region,999 yrs,999,23,999,7,0,0,1,0,1420.85,1288
West Region,99 yrs,99,4,95,9,0,0,3,4,710.42,1379
West Region,99 yrs,99,4,95,12,0,0,3,4,710.42,1436
West Region,99 yrs,99,4,95,17,0,0,3,4,710.42,1478
West Region,99 yrs,99,4,95,18,0,0,3,4,710.42,1464
Central Region,999 yrs,999,6,999,6,0,0,1,1,828.83,1882
Central Region,999 yrs,999,6,999,8,0,0,1,1,1345.5,1843
Central Region,999 yrs,999,6,999,18,0,0,1,1,828.83,2208
Central Region,999 yrs,999,6,999,24,0,0,1,1,484.38,2023
Central Region,999 yrs,999,19,999,4,0,0,0,1,1054.87,976
West Region,99 yrs,99,20,79,2,1,0,0,0,1259.39,904
Central Region,999 yrs,999,7,999,4,0,0,3,0,1248.62,1324
Central Region,999 yrs,999,7,999,5,0,0,3,0,1345.5,1315
Central Region,999 yrs,999,7,999,11,0,0,3,0,1076.4,1355
Central Region,999 yrs,999,7,999,14,0,0,3,0,1345.5,1353
Central Region,999 yrs,999,7,999,23,0,0,3,0,1377.79,1314
Central Region,999 yrs,999,7,999,29,0,0,3,0,990.29,1535
Central Region,999 yrs,999,10,999,3,0,1,0,1,1044.11,2155
Central Region,999 yrs,999,10,999,4,0,1,0,1,592.02,2233
Central Region,999 yrs,999,10,999,6,0,1,0,1,1420.85,2118
Central Region,999 yrs,999,10,999,10,0,1,0,1,645.84,2392
Central Region,999 yrs,999,10,999,12,0,1,0,1,1420.85,2006
Central Region,999 yrs,999,10,999,14,0,1,0,1,1044.11,2232
Central Region,999 yrs,999,10,999,20,0,1,0,1,592.02,2331
Central Region,999 yrs,999,10,999,33,0,1,0,1,3379.9,2130
Central Region,999 yrs,999,16,999,7,0,1,1,2,1636.13,2139
Central Region,999 yrs,999,16,999,8,0,1,1,2,1367.03,2012
Central Region,999 yrs,999,16,999,9,0,1,1,2,1582.31,2136
Central Region,999 yrs,999,16,999,10,0,1,1,2,1582.31,2212
Central Region,999 yrs,999,20,999,6,0,0,0,0,2884.75,2895
Central Region,999 yrs,999,20,999,12,0,0,0,0,2884.75,3189
Central Region,999 yrs,999,20,999,13,0,0,0,0,2884.75,2947
Central Region,999 yrs,999,20,999,15,0,0,0,0,2884.75,3467
Central Region,999 yrs,999,20,999,17,0,0,0,0,2884.75,3356
Central Region,999 yrs,999,20,999,22,0,0,0,0,2884.75,3189
Central Region,999 yrs,999,20,999,22,0,0,0,0,2884.75,3189
Central Region,999 yrs,999,20,999,24,0,0,0,0,2884.75,3051
Central Region,999 yrs,999,20,999,24,0,0,0,0,2884.75,3397
Central Region,999 yrs,999,20,999,24,0,0,0,0,2884.75,3432
Central Region,999 yrs,999,20,999,28,0,0,0,0,2884.75,3293
Central Region,999 yrs,999,20,999,29,0,0,0,0,8740.37,3163
Central Region,999 yrs,999,16,999,5,1,1,0,0,2927.81,1093
Central Region,99 yrs,99,4,95,1,0,0,1,1,473.62,1647
Central Region,99 yrs,99,4,95,2,0,0,1,1,462.85,1452
Central Region,99 yrs,99,4,95,6,0,0,1,1,484.38,1425
Central Region,99 yrs,99,4,95,7,0,0,1,1,462.85,1584
Central Region,99 yrs,99,4,95,7,0,0,1,1,484.38,1449
Central Region,99 yrs,99,4,95,9,0,0,1,1,484.38,1507
Central Region,99 yrs,99,4,95,10,0,0,1,1,484.38,1524
Central Region,99 yrs,99,4,95,13,0,0,1,1,484.38,1507
Central Region,999 yrs,999,32,999,8,0,0,1,0,1420.85,1098
Central Region,999 yrs,999,32,999,16,0,0,1,0,1065.64,1126
East Region,99 yrs,99,4,95,6,0,0,1,0,1130.22,1102
North East Region,999 yrs,999,8,999,2,0,1,1,1,430.56,1428
North East Region,99 yrs,99,6,93,1,0,1,1,1,1237.86,1099
North East Region,99 yrs,99,6,93,1,0,1,1,1,1001.05,1129
North East Region,99 yrs,99,6,93,5,0,1,1,1,1097.93,1202
North East Region,99 yrs,99,6,93,10,0,1,1,1,1097.93,1230
North East Region,99 yrs,99,6,93,13,0,1,1,1,462.85,1486
North East Region,99 yrs,99,6,93,14,0,1,1,1,462.85,1491
West Region,999 yrs,999,23,999,6,0,0,0,0,1614.6,1041
West Region,999 yrs,999,23,999,6,0,0,0,0,1001.05,1109
West Region,99 yrs,99,12,87,10,0,0,0,2,914.94,1219
West Region,99 yrs,99,12,87,11,0,0,0,2,1302.44,1044
West Region,99 yrs,99,12,87,12,0,0,0,2,914.94,1137
North East Region,999 yrs,999,14,999,2,1,1,1,1,1140.98,1341
North East Region,999 yrs,999,14,999,3,1,1,1,1,968.76,1373
North East Region,999 yrs,999,14,999,5,1,1,1,1,2755.58,1113
North East Region,999 yrs,999,29,999,2,0,1,0,0,1259.39,1024
North East Region,999 yrs,999,29,999,8,0,1,0,0,807.3,1164
Central Region,999 yrs,999,38,999,8,0,1,1,0,3035.45,1713
Central Region,999 yrs,999,38,999,8,0,1,1,0,1829.88,1776
Central Region,999 yrs,999,38,999,9,0,1,1,0,1829.88,1812
Central Region,99 yrs,99,48,51,7,0,1,1,4,1453.14,1101
Central Region,99 yrs,99,48,51,9,0,1,1,4,1453.14,1080
Central Region,999 yrs,999,10,999,11,0,1,0,2,1302.44,2380
Central Region,999 yrs,999,10,999,13,0,1,0,2,1270.15,2236
Central Region,999 yrs,999,10,999,15,0,1,0,2,1194.8,2343
Central Region,999 yrs,999,10,999,30,0,1,0,2,1496.2,2039
Central Region,99 yrs,99,48,51,3,0,0,0,1,1614.6,1146
Central Region,99 yrs,99,48,51,5,0,0,0,1,1614.6,1127
Central Region,99 yrs,99,48,51,11,0,0,0,1,1614.6,1084
Central Region,99 yrs,99,48,51,13,0,0,0,1,1614.6,1065
Central Region,999 yrs,999,31,999,2,0,0,0,0,2045.16,1699
Central Region,999 yrs,999,25,999,1,0,0,1,1,1689.95,1059
Central Region,999 yrs,999,25,999,1,0,0,1,1,893.41,1242
Central Region,999 yrs,999,25,999,2,0,0,1,1,893.41,1388
Central Region,999 yrs,999,25,999,2,0,0,1,1,1367.03,1280
Central Region,999 yrs,999,25,999,2,0,0,1,1,1420.85,1249
Central Region,999 yrs,999,25,999,2,0,0,1,1,1420.85,1246
Central Region,999 yrs,999,25,999,3,0,0,1,1,1453.14,1244
Central Region,999 yrs,999,25,999,3,0,0,1,1,1420.85,1281
Central Region,999 yrs,999,7,999,3,0,0,1,0,505.91,1384
Central Region,999 yrs,999,7,999,6,0,0,1,0,602.78,1510
Central Region,999 yrs,999,7,999,9,0,0,1,0,505.91,1518
Central Region,999 yrs,999,7,999,10,0,0,1,0,473.62,1562
Central Region,999 yrs,999,7,999,10,0,0,1,0,409.03,1542
Central Region,999 yrs,999,7,999,13,0,0,1,0,473.62,1552
Central Region,999 yrs,999,7,999,13,0,0,1,0,409.03,1623
Central Region,999 yrs,999,7,999,13,0,0,1,0,505.91,1558
Central Region,999 yrs,999,22,999,,0,0,1,0,16412.95,1601
East Region,99 yrs,99,6,93,3,0,1,1,0,1140.98,1201
Central Region,999 yrs,999,12,999,1,0,0,3,0,1130.22,1062
Central Region,999 yrs,999,12,999,3,0,0,3,0,452.09,1305
Central Region,999 yrs,999,12,999,4,0,0,3,0,871.88,1113
Central Region,999 yrs,999,12,999,5,0,0,3,0,1636.13,984
East Region,999 yrs,999,9,999,3,0,0,0,1,1119.46,1264
East Region,999 yrs,999,9,999,4,0,0,0,1,1657.66,1285
East Region,999 yrs,999,8,999,3,0,1,2,1,807.3,1571
Central Region,999 yrs,999,10,999,2,0,0,6,0,871.88,1319
Central Region,999 yrs,999,10,999,2,0,0,6,0,592.02,1415
Central Region,999 yrs,999,10,999,3,0,0,6,0,871.88,1239
Central Region,999 yrs,999,10,999,5,0,0,6,0,1420.85,1042
Central Region,999 yrs,999,10,999,5,0,0,6,0,2088.22,1000
Central Region,999 yrs,999,9,999,1,0,0,1,1,882.65,1025
Central Region,999 yrs,999,8,999,5,0,0,3,0,430.56,1586
Central Region,999 yrs,999,8,999,8,0,0,3,0,753.48,1553
Central Region,999 yrs,999,8,999,10,0,0,3,0,430.56,1591
Central Region,999 yrs,999,8,999,12,0,0,3,0,430.56,1621
Central Region,999 yrs,999,8,999,13,0,0,3,0,430.56,1556
Central Region,999 yrs,999,8,999,13,0,0,3,0,753.48,1593
East Region,99 yrs,99,17,82,3,0,0,1,0,1259.39,750
East Region,99 yrs,99,17,82,6,0,0,1,0,1259.39,778
East Region,99 yrs,99,17,82,6,0,0,1,0,1130.22,743
East Region,99 yrs,99,17,82,8,0,0,1,0,1130.22,721
North East Region,99 yrs,99,6,93,5,0,0,2,3,968.76,1187
North East Region,99 yrs,99,6,93,10,0,0,2,3,1011.82,1216
North East Region,99 yrs,99,6,93,15,0,0,2,3,936.47,1068
Central Region,99 yrs,99,22,77,5,1,1,1,2,1162.51,1204
Central Region,99 yrs,99,22,77,6,1,1,1,2,1162.51,1281
Central Region,99 yrs,99,22,77,7,1,1,1,2,1162.51,1204
Central Region,99 yrs,99,22,77,8,1,1,1,2,1162.51,1230
Central Region,99 yrs,99,22,77,9,1,1,1,2,1162.51,1239
Central Region,99 yrs,99,10,89,3,0,0,0,1,1560.78,1602
Central Region,99 yrs,99,10,89,5,0,0,0,1,1700.71,1602
Central Region,99 yrs,99,10,89,5,0,0,0,1,1851.41,1350
Central Region,99 yrs,99,10,89,6,0,0,0,1,1711.48,1829
Central Region,999 yrs,999,22,999,2,0,0,0,0,1130.22,956
Central Region,999 yrs,999,22,999,2,0,0,0,0,1259.39,1056
Central Region,999 yrs,999,22,999,4,0,0,0,3,839.59,2296
Central Region,999 yrs,999,22,999,7,0,0,0,3,990.29,2136
Central Region,999 yrs,999,25,999,2,0,1,0,2,1367.03,1646
Central Region,999 yrs,999,25,999,2,0,1,0,2,1743.77,1720
Central Region,999 yrs,999,25,999,2,0,1,0,2,1227.1,1703
Central Region,999 yrs,999,25,999,3,0,1,0,2,1743.77,1682
Central Region,999 yrs,999,25,999,5,0,1,0,2,1367.03,1726
Central Region,999 yrs,999,25,999,9,0,1,0,2,570.49,1911
Central Region,999 yrs,999,25,999,10,0,1,0,2,570.49,2016
Central Region,999 yrs,999,25,999,14,0,1,0,2,1496.2,1751
Central Region,999 yrs,999,25,999,18,0,1,0,2,1227.1,1426
Central Region,999 yrs,999,25,999,23,0,1,0,2,958,1942
Central Region,999 yrs,999,25,999,30,0,1,0,2,1496.2,1791
Central Region,999 yrs,999,6,999,4,0,1,1,2,1550.02,2516
Central Region,999 yrs,999,18,999,16,0,1,1,2,2142.04,990
Central Region,999 yrs,999,36,999,6,0,1,0,0,1959.05,1761
Central Region,999 yrs,999,36,999,8,0,1,0,0,1959.05,1684
Central Region,99 yrs,99,38,61,2,0,1,0,0,3821.22,837
Central Region,99 yrs,99,38,61,2,0,1,0,0,3821.22,963
Central Region,99 yrs,99,38,61,3,0,1,0,0,3810.46,861
Central Region,99 yrs,99,38,61,5,0,1,0,0,3756.64,913
Central Region,99 yrs,99,38,61,7,0,1,0,0,3735.11,902
Central Region,99 yrs,99,38,61,8,0,1,0,0,3713.58,996
Central Region,99 yrs,99,38,61,9,0,1,0,0,3713.58,996
Central Region,99 yrs,99,38,61,9,0,1,0,0,3713.58,1023
Central Region,99 yrs,99,38,61,10,0,1,0,0,7502.51,925
Central Region,999 yrs,999,16,999,18,0,0,3,0,1872.94,581
Central Region,99 yrs,99,5,94,1,0,0,1,1,592.02,1520
Central Region,99 yrs,99,5,94,2,0,0,1,1,505.91,1581
Central Region,99 yrs,99,5,94,3,0,0,1,1,893.41,1321
East Region,999 yrs,999,26,999,1,0,1,1,0,1323.97,793
East Region,999 yrs,999,26,999,3,0,1,1,0,1302.44,814
East Region,999 yrs,999,26,999,5,0,1,1,0,1323.97,755
East Region,999 yrs,999,26,999,6,0,1,1,0,1323.97,891
East Region,99 yrs,99,7,92,3,0,0,2,0,968.76,888
East Region,99 yrs,99,7,92,6,0,0,2,0,1216.33,904
East Region,99 yrs,99,7,92,8,0,0,2,0,947.23,908
East Region,99 yrs,99,7,92,9,0,0,2,0,968.76,908
East Region,99 yrs,99,7,92,13,0,0,2,0,1033.34,921
East Region,99 yrs,99,7,92,13,0,0,2,0,1033.34,905
East Region,99 yrs,99,7,92,18,0,0,2,0,2174.33,713
West Region,999 yrs,999,18,999,3,1,0,0,0,1377.79,1444
West Region,999 yrs,999,18,999,4,1,0,0,0,1377.79,1370
West Region,99 yrs,99,22,77,2,0,0,1,0,1291.68,759
West Region,99 yrs,99,22,77,4,0,0,1,0,1313.21,775
West Region,999 yrs,956,12,999,3,1,0,1,0,947.23,1330
West Region,999 yrs,956,12,999,6,1,0,1,0,1399.32,1314
West Region,999 yrs,956,12,999,7,1,0,1,0,1237.86,1398
West Region,999 yrs,956,12,999,8,1,0,1,0,1259.39,1350
West Region,999 yrs,956,12,999,10,1,0,1,0,1399.32,1329
Central Region,99 yrs,99,22,77,2,0,1,0,1,1291.68,1355
Central Region,999 yrs,999,27,999,2,0,1,1,3,15360.23,1888
Central Region,999 yrs,999,10,999,6,0,1,0,0,1334.74,2592
Central Region,999 yrs,999,10,999,7,0,1,0,0,1334.74,2607
Central Region,999 yrs,999,10,999,12,0,1,0,0,1130.22,2522
Central Region,999 yrs,999,10,999,13,0,1,0,0,1130.22,2564
Central Region,999 yrs,999,10,999,14,0,1,0,0,1130.22,2704
Central Region,999 yrs,999,10,999,15,0,1,0,0,4391.71,2095
Central Region,999 yrs,999,21,999,2,0,1,1,1,1463.9,1708
Central Region,999 yrs,999,21,999,4,0,1,1,1,1506.96,2057
Central Region,999 yrs,999,21,999,7,0,1,1,1,1463.9,2186
Central Region,999 yrs,999,37,999,3,1,0,0,1,1819.12,1539
Central Region,999 yrs,999,37,999,4,1,0,0,1,1808.35,1504
Central Region,999 yrs,999,29,999,2,1,1,0,3,914.94,1333
Central Region,999 yrs,999,15,999,19,0,5,0,1,1280.92,1318
Central Region,999 yrs,999,15,999,33,0,5,0,1,1280.92,1475
Central Region,999 yrs,999,22,999,4,0,0,1,0,1377.79,740
East Region,99 yrs,99,26,73,1,0,1,0,1,742.72,1023
East Region,99 yrs,99,46,53,4,0,0,1,0,1636.13,795
East Region,99 yrs,99,46,53,16,0,0,1,0,1636.13,917
East Region,99 yrs,99,19,80,3,0,0,1,1,1388.56,897
North East Region,99 yrs,99,6,93,2,0,0,1,1,1367.03,914
North East Region,99 yrs,99,6,93,4,0,0,1,1,1065.64,899
North East Region,99 yrs,99,6,93,5,0,0,1,1,1345.5,929
North East Region,99 yrs,99,6,93,7,0,0,1,1,1345.5,966
North East Region,99 yrs,99,6,93,7,0,0,1,1,1065.64,887
North East Region,99 yrs,99,6,93,7,0,0,1,1,1065.64,939
North East Region,99 yrs,99,6,93,9,0,0,1,1,1259.39,1008
North East Region,99 yrs,99,6,93,13,0,0,1,1,1259.39,1000
North East Region,99 yrs,99,6,93,16,0,0,1,1,1345.5,1048
North East Region,99 yrs,99,10,89,2,0,0,0,1,893.41,1220
West Region,99 yrs,99,23,76,8,1,1,1,1,1054.87,839
West Region,999 yrs,999,25,999,2,0,0,1,1,1216.33,1233
West Region,999 yrs,999,25,999,4,0,0,1,1,990.29,1212
West Region,999 yrs,999,25,999,9,0,0,1,1,958,1310
North East Region,99 yrs,99,5,94,7,0,2,2,4,473.62,1315
North East Region,99 yrs,99,5,94,9,0,2,2,4,764.24,1212
North East Region,99 yrs,99,5,94,10,0,2,2,4,473.62,1320
North East Region,99 yrs,99,5,94,11,0,2,2,4,764.24,1178
North East Region,99 yrs,99,5,94,12,0,2,2,4,473.62,1267
North East Region,99 yrs,99,5,94,13,0,2,2,4,473.62,1330
Central Region,99 yrs,99,8,91,5,0,0,1,0,1076.4,1282
Central Region,99 yrs,99,8,91,15,0,0,1,0,2055.92,1304
Central Region,99 yrs,99,8,91,18,0,0,1,0,1054.87,1430
West Region,999 yrs,956,12,999,1,1,0,1,0,3455.24,854
Central Region,99 yrs,99,4,95,6,0,0,1,1,796.54,1946
Central Region,99 yrs,99,4,95,8,0,0,1,1,1323.97,1758
Central Region,99 yrs,99,4,95,9,0,0,1,1,1248.62,1946
Central Region,99 yrs,99,4,95,9,0,0,1,1,785.77,2023
Central Region,99 yrs,99,4,95,12,0,0,1,1,1593.07,1817
Central Region,99 yrs,99,4,95,14,0,0,1,1,1517.72,1752
Central Region,99 yrs,99,4,95,16,0,0,1,1,635.08,1997
Central Region,99 yrs,99,4,95,16,0,0,1,1,1517.72,1824
Central Region,99 yrs,99,4,95,19,0,0,1,1,807.3,2081
Central Region,99 yrs,99,4,95,21,0,0,1,1,764.24,1766
Central Region,999 yrs,999,13,999,17,0,0,2,1,570.49,1744
Central Region,999 yrs,999,13,999,20,0,0,2,1,1517.72,1468
Central Region,999 yrs,999,13,999,24,0,0,2,1,861.12,1649
Central Region,999 yrs,999,13,999,29,0,0,2,1,1216.33,1591
Central Region,999 yrs,999,7,999,5,0,0,2,5,1431.61,1676
Central Region,999 yrs,999,7,999,8,0,0,2,5,2185.09,1259
Central Region,999 yrs,999,7,999,8,0,0,2,5,2185.09,1098
Central Region,99 yrs,99,10,89,2,0,0,2,1,958,1827
